File Name;Type;Creator;Comments;Category;Extension;Dup;Data by Ilan Szekely, Jerusalem
ColorSetter™;RDEV;Rdop; ;Chooser Device; ; ;
The Redirector;cdev;RdOr; ;Control Panel; ; ;
Downer;cdev;Rdow; ;Control Panel; ; ;
PowerPOKER ;APPL;rdp ; ;Application; ; ;
PowerPOKER—Balloon Help;rdpB;rdp ;PowerPOKER;Help; ; ;
PowerPOKER—Color Cards;rdpC;rdp ;PowerPOKER;  ; ; ;
PowerPOKER—Game File;rdpG;rdp ;PowerPOKER ;  ; ; ;
PowerPOKER—Rules file;rdpH;rdp ;PowerPOKER;  ; ; ;
PowerPOKER—Player file;rdpM;rdp ;PowerPOKER;  ; ; ;
PowerPOKER—Background;rdpO;rdp ;PowerPOKER;  ; ; ;
PowerPOKER—Players;rdpP;rdp ;PowerPOKER;  ; ; ;
PowerPOKER—Sounds;rdpS;rdp ;PowerPOKER;  ; ; ;
Links and Deformers;RDEX;RDP4;Ray Dream; ; ; ;
Basic Objects;RDEX;RDPR;Ray Dream; ; ; ;
SnakeTIX;APPL;RDPX; ;Application; ; ;
Reader Rabbit 3.0;APPL;RDR3; ;Application; ; ;
ReaderRabbit;APPL;RDRB;  ;Application; ; ;
Radar Responder;cdev;RDRD;RDI Renderers;Control Panel; ; ;
RDI Renderers;RDEX;RDRD;Ray Dream/RDI Renderers; ; ; ;
Resource Extractor;APPL;RDRE;red designs;Application; ; ;
Resource Extractor—Disk File;disk;RDRE;Resource Extractor;Disk File; ; ;
Resource Extractor—Folder File;fold;RDRE;Resource Extractor;Folder File; ; ;
Real DRAG;INIT;RDRG;;INIT; ; ;
RasterOps Drivers;INIT;RDRV;;INIT; ; ;
TheRipper;FKEY;rds!; ;Fkey; ; ;
FlexReader II™1.10);APPL;Rds1; ;Application; ; ;
RDI Z-Buffer 2;RDEX;RDSC;Ray Dream; ; ; ;
Basic Shaders;RDEX;RDSH;Ray Dream; ; ; ;
Animation;RDEX;RDTW;Ray Dream; ; ; ;
REdit 1.0;APPL;RDTX;;Application; ; ;
RIS Duo v1.0.0;APPL;RDuo; ;Application; ; ;
RadDVFireWireExpert;gdfx;RDVC;Digital Origin, Inc.;;; ;
RadDVFireWireFamily;shlb;RDVC;Digital Origin, Inc.;Shared Library;; ;
RandomWalkerII.5;APPL;RdWk; ;Application; ; ;
Road Traveler;APPL;RdWs;;Application; ; ;
Road Traveler—Text File;TEXT;RdWs;;Text File;TXT; ;
DXF;RDEX;RDXF;Ray Dream; ; ; ;
Redux™ Restore;APPL;RdxR; ;Application; ; ;
Reaper;cdev;Reáp; ;Control Panel; ; ;
Reaper—Document;TEXT;Reáp;;Text File;TXT; ;
Registration;APPL;Re21; ;Application; ; ;
Effects Pack #3;thng;re3n;Buena Software, Inc.;Extension;; ;
ReadMe!;APPL;READ; ;Application; ; ;
Read me first!;APPL;ReaM;;Application;; ;
Rebel Assault II ;APPL;rEb2; ;Application; ; ;
Rebel Assault II Data;DATA;rEb2;Rebel Assault II ;Data File; ; ;
Rebel Assault II Preferences;pref;rEb2;Rebel Assault II;Pref; ; ;
ReBirth RB-338 demo;APPL;ReBi;;Application; ; ;
ReBirth RB-338 demo—Document;TSSQ;ReBi;;; ; ;
Rebel Assault;APPL;Rebl; ;Application; ; ;
Rebel Assault—Saved Game;rebS;Rebl;Rebel Assault;Game; ; ;
Rebel Assault—Preferences;rebV;Rebl;Rebel Assault;Pref; ; ;
Recall...;APPL;ReCa; ;Application; ; ;
Recent Cleanup;cdev;recC; ;Control Panel; ; ;
Battery Recondition;APPL;recn; ;Application; ; ;
Register;APPL;ReCR; ;Application; ; ;
ReCycle! Demo—Track File;.TRK;ReCy;ReCycle!;;;;
ReCycle!—AIFF Sound File;AIFF;ReCy;ReCycle!;Sound AIFF;AIF; ;
ReCycle! Demo—Program Playback File;AKP;ReCy;ReCycle!;;;;
Recycle!;APPL;ReCy;Sound Audio !;Application; ; ;
ReCycle!—Midi File;Midi;ReCy;ReCycle!;Sound MIDI;MID; ;
ReCycle!—????;REX ;ReCy;ReCycle!; ; ; ;
ReCycle! Demo—[Unidentified File Type];REX2;ReCy;ReCycle!;;;;
ReCycle!—????;RSCO;ReCy;ReCycle!; ; ; ;
ReCycle!—????;Sd2f;ReCy;ReCycle!;Sound Sound Design II; ; ;
ReCycle!—Sound File;SFIL;ReCy;ReCycle!;SoundMover sound suitcase; ; ;
ReCycle!—Windows WAVE File;WAVE;ReCy;ReCycle!;sound WAV;WAV; ;
Popup XObject;XOBJ;red@; ;  ; ; ;
NotePad Deluxe 1.2.2;APPL;rED2;  ;Application; ; ;
NotePad Deluxe—Clippings File;clpt;rED2;NotePad Deluxe;Clipping File - TEXT;; ;
NotePad Deluxe—Folder File;fold;rED2;NotePad Deluxe;Folder File;; ;
NPD Preferences;pref;rED2;NotePad Deluxe 1.2.2;Pref; ; ;
NotePad DB;rNDB;rED2;NotePad Deluxe 1.2.2;  ; ; ;
NotePad Deluxe—Index File;rNDX;rED2;NotePad Deluxe;;; ;
NotePad Deluxe—Text File;TEXT;rED2;NotePad Deluxe;Text File;TXT; ;
NotePad Deluxe—Read-only Text File;ttro;rED2;NotePad Deluxe;Read only text;TXT; ;
Reliever Daemon;APPL;ReDa; ;Application; ; ;
Who's Who;cdev;reda; ;Control Panel; ; ;
10 Bayern 20.04.1994;TEXT;RedE; ;Text File;TXT; ;
CD FD;ƒdrv;Redr; ;  ; ; ;
REdit 1.2b8;APPL;REdt; ;Application; ; ;
Redux 1.62 / backup program;APPL;Redx; ;Application; ; ;
REdit 1.2;APPL;REDX; ;Application; ; ;
SPIRAL;APPL;REEE; ;Application; ; ;
????—Dictionary File;DICT;REF ; ;Dictionary;DIC; ;
RefList;APPL;REF#; ;Application; ; ;
RefList—Default Settings;TEXT;REF#;RefList;Text File;TXT; ;
FKEYpad 1.0;APPL;REFj; ;Application; ; ;
FKEYpad 1.0;INIT;REFj;;INIT; ; ;
FKeyboard 1.0;RDEV;REFj; ;Chooser Device; ; ;
Refill Strip;sdev;REfl; ;Control Strip Module; ; ;
Refill Maker;APPL;RefM;T. Suzuki;Application; ; ;
Refill Maker—Document;COMP;RefM;;; ; ;
ResetFont;APPL;ReFo; ;Application; ; ;
MediaLinker;APPL;Refr;Roger Wagner Publishing;Application; ; ;
MediaLinker—Bookmark File;AURL;Refr;MediaLinker;  ; ; ;
MediaLinker—Preferences;PREF;Refr;MediaLinker;Pref; ; ;
MediaLinker—Sound File;RfAu;Refr;MediaLinker;  ; ; ;
MediaLinker—Graphics File;Rflm;Refr;MediaLinker;  ; ; ;
MediaLinker—QuickTime File;RfMv;Refr;MediaLinker;  ; ; ;
MediaLinker—Text File;RfTx;Refr;MediaLinker;  ; ; ;
????—Text File;TEXT;REFR; ;Text File;TXT; ;
Starting up Changer;INIT;ReFX;;INIT; ; ;
Registration;APPL;REG1; ;Application; ; ;
Registration;APPL;REG2;;Application;;;
Registration;APPL;REG3; ;Application; ; ;
WebShocker;APPL;REGB;RecoSoft Corporation;Application; ; ;
WebShocker—????;DGPf;REGB;WebShocker;; ; ;
WebShocker—Document;GBSf;REGB;WebShocker;; ; ;
WebShocker—GIF Format Graphics File;GIFf;REGB;WebShocker;Graphics GIF;GIF; ;
WebShocker—JPEG Format Graphics File;JFIF;REGB;WebShocker;Graphics JFIF;JPG; ;
WebShocker—JPEG Format Graphics File;JPEG;REGB;WebShocker;Graphics JPEG;JPG; ;
WebShocker—QuickTime Media File;MooV;REGB;WebShocker;QuickTime Movie;MOV; ;
WebShocker—PICT Format Graphics File;PICT;REGB;WebShocker;Graphics PICT;PIC; ;
Register;APPL;Regi; ;Application; ; ;
Regis FAT;APPL;ReGi; ;Application; ; ;
Registration;APPL;REGI;;Application; ; ;
Registration—Document;REGI;REGI;;; ; ;
Register Online;APPL;REGO; ;Application; ; ;
Register;APPL;RegS;  ;Application; ; ;
Scientist's Helper;APPL;REGT; ;Application; ; ;
Build Optimizer Disk;APPL;REIN; ;Application; ; ;
Einstein;APPL;REL0; ;Application; ; ;
ResList;APPL;RELI; ;Application; ; ;
PowerLock;INIT;RELM;;INIT; ; ;
AppleSearch.acgi;APPL;REM!;WWW Server CGI;Application; ; ;
Remember?;APPL;Rem?; ;Application; ; ;
Remember?;dfil;Rem?; ;System 7 DA; ; ;
Remember?;dfil;ReM?; ;System 7 DA; ; ;
Remember? Extension;INIT;Rem?;;INIT; ; ;
Remember’s Settings;R?Cf;Rem?; ;  ; ; ;
Remeber Holidays;R?oc;Rem?;Remember? Extension;  ; ; ;
Remember?—????;R?su;Rem?;Remember? Extension;; ; ;
Holidays;RmOc;Rem?;Remember? Extension;  ; ; ;
QuickDay/Reminder;cdev;Rem*; ;Control Panel; ; ;
QuickDay Prefs;pref;Rem*;Now Up-to-Date 3.5;Pref; ; ;
Shuttle 88;APPL;remo; ;Application; ; ;
AutoRemounter;cdev;Remt; ;Control Panel; ; ;
RemoteMac.INIT;INIT;remt;;INIT; ; ;
Custom Icon Remover;APPL;ReMV; ;Application; ; ;
Pararena 2.01;adrp;RenA;  ;Alias to file; ; ;
Pararena 2.01;APPL;RenA; ;Application; ; ;
Rename!;APPL;RENA; ;Application; ; ;
Para Sounds;renS;RenA;Pararena;Game; ; ;
Render;APPL;Rend; ;Application; ; ;
RenderWorks;APPL;REND; ;Application; ; ;
RW Script;TEXT;REND;RenderWorks;Text File;TXT; ;
LogoBump.pp.bump;txt2;REND;RenderWorks;  ; ; ;
M4™;APPL;RENE; ;Application; ; ;
Rename It!0.37J;APPL;reNI; ;Application; ; ;
copy Adder;APPL;RENM;7Tuner component;Application; ; ;
Apple Guide—Preferences;AGpf;reno;Apple Guide;Pref; ; ;
Apple Guide—Preferences;extm;reno;Apple Guide;Pref; ; ;
Guide file;help;reno;Apple Guide;Help; ; ;
Apple Guide;INIT;reno;Apple Guide;INIT; ; ;
Video Player Guide Additions;mixn;reno;Apple Guide;  ; ; ;
Apple Guide Files ;poco;reno;Apple Guide; ; ; ;
MacBid Pro™ 3.1.9;APPL;Renz; ;Application; ; ;
MacBid Pro™ Build-a-Line file;Bild;Renz;MacBid Pro™;  ; ; ;
MacBid Pro™ Comm Settings file;Comm;Renz;MacBid Pro™;  ; ; ;
MacBid Pro™ Data file;Data;Renz;MacBid Pro™;Data File/Game; ; ;
MacBid Pro™ Hotels file;Hotl;Renz;MacBid Pro™;  ; ; ;
MacBid Pro™ Lines file;Line;Renz;MacBid Pro™;  ; ; ;
MacBid Pro™ Prefs;Pref;Renz;MacBid Pro™;Pref; ; ;
MacBid Pro™ Sort Prefs file;Sort;Renz;MacBid Pro™;  ; ; ;
MacBid Pro™ text file;TEXT;Renz;MacBid Pro™;Text File;TXT; ;
Replica Viewer;APPL;REP!;Stairways Software & Peter N Lewis;Application/Dup; ;Dup;
SitReport;APPL;REP!;  ;Application/Dup; ;Dup;
excel.argu;FRL!;REP!;Replica Viewer;  ;RPL; ;
FileDuo™;cdev;REPL; ;Control Panel; ; ;
FileDuo™—Preferences;PREF;REPL;FileDuo™;Pref; ; ;
FileDuo™—Log File;SLOG;REPL;FileDuo™;  ; ; ;
RefinancePro—Open Any File;????;RePr;RefinancePro; ; ; ;
RefinancePro;APPL;RePr;Real Mac Solutions;Application; ; ;
RepTiles1.5;APPL;REPT; ;Application; ; ;
4-colorable cm;RTDB;REPT;RepTiles;  ; ; ;
Alhambra Weaving (color);RTTI;REPT;RepTiles;  ; ; ;
Reliever zeta;cdev;RepZ; ;Control Panel; ; ;
reRamDoubler;APPL;reRa; ;Application; ; ;
Resurrection/Resorcerer.rsrc;rsrc;RES!;Uli's Moose 2.0;Resource; ; ;
The Dungeon™;APPL;RES3; ;Application; ; ;
ReSample 1.0;APPL;ReSa; ;Application; ; ;
RDecompiler 1.11;APPL;ResD; ;Application; ; ;
Monitor Resolution;sdev;Resl; ;Control Strip Module; ; ;
Responder.cgi;APPL;RESP; ;Application; ; ;
Respond!;cdev;Resp;live scrolling/preemptive multitasking;Control Panel; ; ;
ResSwitcher;cdev;ResS; ;Control Panel; ; ;
Desktop Restter;APPL;ResT;Nick D'Amato;Application;;;
Desktop Resetter;APPL;ReSt; ;Application/Dup; ;Dup;
Restart;APPL;ReSt;  ;Application/Dup; ;Dup;
ReStart 1.0;APPL;REST; ;Application; ; ;
• Restart;dfil;rest; ;System 7 DA; ; ;
Desktop Restter—Document;rEsT;ResT;Desktop Restter;;;;
Desktop Resetter—Document;rEsT;ReSt;;; ; ;
Desktop Resetter—Preferences;RESt;ReSt;;; ; ;
ResX Launcher;APPL;ResX; ;Application; ; ;
ResX Help;RXHP;ResX;ResX Launcher;  ; ; ;
More Views Package;RXXT;ResX;ResX Launcher;  ; ; ;
Sound->snd 1.2e;APPL;REt2; ;Application; ; ;
CDD2000 Updater;APPL;ReUp; ;Application; ; ;
Revisionist;APPL;Revi; ;Application; ; ;
Captura;APPL;Revo;Runtime Revolution Ltd;Application;;;
Die Staaten Europas MC;ERVO;REVO; ;  ; ; ;
Captura—Document;RSTK;Revo;Captura;;;;
Revelar CU 1.3;APPL;REVp; ;Application; ; ;
Accordian 1.0b;APPL;REVq; ;Application; ; ;
Reversi A;APPL;REVS; ;Application; ; ;
ReWire;shlb;ReWi;Propellerhead Software;Shared Library;; ;
REX Shared Library;shlb;REX ;Propellerhead Software AB;Shared Library;;;
HTML Markdown 2.0 ;APPL;ReX!; ;Application; ; ;
HTML Markdown—HTML Text File;TEXT;ReX!;;Text File;TXT; ;
Lunar Phantom 1.0;APPL;Rex.; ;Application; ; ;
rezExport;APPL;rExP;Kluge Room Software;Application;; ;
Rotation Experiment;APPL;RExp; ;Application; ; ;
Referential Expansion;cdev;REXP; ;Control Panel; ; ;
rezExport—Preferences;pref;rExP;rezExport;Pref;; ;
iMOnTime Extension;appe;Rext;Expersys Software;Background Only Application;; ;
????—THINK C Translator;TRAN;REZ◊; ;THINK C; ; ;
Rezoom;APPL;REZM;Black Light Shareware;Application; ; ;
SARez;APPL;rezz; ;Application; ; ;
SARez—Settings;cMdO;rezz;SARez;Pref; ; ;
RadFax 0.9;APPL;RFax; ;Application; ; ;
test;PICT;RFax;RadFax;Graphics PICT;PIC; ;
DeskTools 2.0;APPL;RFdt; ;Application; ; ;
Mac Family;RFgl;RFdt;DeskTools;  ; ; ;
Important Dates;RFrl;RFdt;DeskTools;  ; ; ;
ResFork Killer FAT;APPL;RFKi; ;Application; ; ;
Chime INIT;INIT;RFLK;;INIT; ; ;
Reflex V.90;APPL;Rflx; ;Application; ; ;
RSRC Search;APPL;rFND; ;Application; ; ;
reAdobe (font);APPL;RFNT; ;Application; ; ;
HideFonts;INIT;rfo*;;INIT; ; ;
Register Picture;APPL;rFOX; ;Application; ; ;
FPD System;INIT;Rfpd;;INIT; ; ;
Ultima VII Screensaver v2.0;APPL;RFR2; ;Application; ; ;
Resource Reservoir;RRS ;RFRS;Information Manager;;RRS; ;
Ready for ® ;APPL;RFT!; ;Application; ; ;
Ready for ® —????;RFT1;RFT!;Ready for ;  ; ; ;
Ready for ® —????;RFT2;RFT!;Ready for ;  ; ; ;
TransFIX™;APPL;RFTC; ;Application; ; ;
TransFIX™—Text Import File;TEXT;RFTC;TransFIX™;Text File;TXT; ;
TransFIX™—Document;tfix;RFTC;TransFIX™;  ; ; ;
TransFIX™—Preferences;TFXP;RFTC;TransFIX™;Pref; ; ;
Reach For The Stars;APPL;RFTS; ;Application; ; ;
Game E 1;RFTG;RFTS;Reach For The Stars;  ; ; ;
reSale;APPL;rFwr;;Application; ; ;
reSale—Balloon Help;FBAL;rFwr;reSale;Help; ; ;
reSale—Temporary File;FMK?;rFwr;reSale;Help; ; ;
reWare—Library File;FMLB;rFwr;reSale;;;;
reSale—Database;FMP3;rFwr;reSale;; ; ;
reWare—Database;FMP5;rFwr;reSale;;;;
reWare—[Unidentified File Type];FMTM;rFwr;reSale;;;;
reSale—Transfer File;FMTR;rFwr;reSale;; ; ;
reWare—Transfer File;FMTR;rFwr;reSale;;;;
reSale—Network File;FNET;rFwr;reSale;; ; ;
RSRC fork stripper;APPL;RG•ë; ;Application; ; ;
RSRC name stripper;APPL;RG•ª; ;Application; ; ;
TETRIS;APPL;RG•0;  ;Application/Game; ; ;
DATA fork stripper;APPL;RG•é; ;Application; ; ;
Register Stuffit Expander;APPL;RGal;Aladdin Systems;Application; ; ;
RegisterReader;APPL;RgAP;The Mad Programmer;Application; ; ;
RegisterReader—Key File;RDOC;RgAP; ; ; ; ;
RGBView 1.0;APPL;RGBV; ;Application; ; ;
sample;PICT;RGBV;RGBView;Graphics PICT;PIC; ;
24 Bit Sun Raster Reader;RGBF;RGBV;RGBView;  ; ; ;
Register EjectMenu;APPL;RGDG;Jerry Du;Application; ; ;
RegEdit (68k);APPL;RgEd; ;Application; ; ;
Registration Database;pref;RgEd;RegEdit;Pref; ; ;
EpsonReg;APPL;RGep;;Application;; ;
GeoQuery Contact;MAPL;RGgc;GeoQuery;  ; ; ;
GeoQuery Contact;MARP;RGgc;GeoQuery;  ; ; ;
Rights;NWDA;RGHT; ;  ; ; ;
ISP Referral Assistant;APPL;rgi3;Apple Computer;Application; ; ;
Document;IPRT;rgi3;ISP Referral Assistant; ; ; ;
ISP Registration Assistant;APPL;RGIE;Apple Computer, Inc.;Application; ; ;
Iomega Register;APPL;RGii;  ;Application; ; ;
Order Nisus® Writer;APPL;RGjs;Nisus Software Corporation;Application; ; ;
GeoQuery 1.0.1;APPL;RGMA; ;Application; ; ;
DVD Region Manager;INIT;rgmr;;INIT; ; ;
Nisus Writer Registration;APPL;RGnw;Nisus Software Corporation;Application; ; ;
Upgrade Offer/Register;APPL;RGor;Iomega;Application; ; ;
Ring On Time;APPL;rgoT;;Application;;;
Palm™ Registration;APPL;RGpp;;Application/Dup; ;Dup;
PowerRegister;APPL;RGpp;;Application/Dup; ;Dup;
Sort;APPL;RGPs; ;Application; ; ;
AppleTree 1.0.3;APPL;rGPT; ;Application; ; ;
Tab Expander;APPL;RGPt; ;Application; ; ;
Example Data;TEXT;rGPT;AppleTree;Text File;TXT; ;
Radius Registration;APPL;RGra;Radius, Inc.;Application;; ;
Grapher 3.61s;APPL;rGrf; ;Application; ; ;
"x-sin™x);2-cos™x)";TEXT;rGrf;Grapher;Text File;TXT; ;
RecordIt Registration;APPL;RGri;;Application; ; ;
MultiMaster;cdev;RGSS; ;Control Panel; ; ;
MultiMaster Preferences;MDat;RGSS;MultiMaster;; ; ;
Columns III™PPC).1;APPL;rGst; ;Application; ; ;
Registration;APPL;Rgst; ;Application; ; ;
Register the Ultimate LPP 5.0.2;APPL;RgSt; ;Application; ; ;
Registration;APPL;RGST; ;Application; ; ;
Example Table;RGTB;RGTB; ;  ; ; ;
MyEyes Registration Updater;APPL;RgUp; ;Application; ; ;
Umax Scanner Registration;APPL;RGus; ;Application; ; ;
Iomega Register;APPL;RGzp; ;Application; ; ;
Click Me core;APPL;rh??;Palm, Inc.;Application/Dup; ;Dup;
DOS Primer 1.0;APPL;rh??;  ;Application/Dup; ;Dup;
Applicon;APPL;rhai; ;Application; ; ;
Applicon;INIT;rhai;;INIT; ; ;
Applicon—Preferences;rhap;rhai;Applicon;Pref; ; ;
Color Rhodes;APPL;RHDS;  ;Application/Game; ; ;
ScriptableAdmin;APPL;Rhea;Information Presentation Technologies;Application; ; ;
ResHelper;APPL;RHLP; ;Application; ; ;
Report Help;HELP;RHLP;ResHelper;Help; ; ;
Rhema;APPL;RHMA; ;Application; ; ;
A Zillion Kajillion Rhymes;APPL;rhmX; ;Application; ; ;
PBGadget;APPL;rhn2; ;Application; ; ;
WebVideo;APPL;RHVI;Roberto Hirsch;Application;; ;
RadioAkt-HWZ;APPL;RHWZ; ;Application; ; ;
Rapid-I™ Button D-PPC—OpenDoc Editor;shlb;RIBu;;Shared Library; ; ;
Bandleader™ 1.31s;APPL;RICC; ;Application; ; ;
ColorJack 1.0a2;APPL;RICD; ;Application; ; ;
BandleaderINIT;INIT;RICD;;INIT; ; ;
 ;****;Rich;BBEdit (old);Common Creators; ; ;
BBEdit;APPL;Rich;  ;Application/Dup; ;Dup;
MacToPic +™;APPL;Rich;  ;Application/Dup; ;Dup;
Ray Tracer;APPL;RICH; ;Application; ; ;
MacToPic +™—????;CTBr;Rich; ; ; ; ;
MacToPic +™—FKEY;Fkey;Rich; ;Fkey; ; ;
MacToPic +™—Connection File;MACP;Rich; ; ; ; ;
BBEdit (2.x)—Preferences;Pref;Rich;BBEdit (old);Pref; ; ;
MacToPic +™—Quick Connect;Quik;Rich; ; ; ; ;
MacToPic +™—Document;Rich;Rich; ; ; ; ;
BBEdit text file;TEXT;Rich;;Text File/Dup;TXT;Dup;
MacToPic +™—Text FIle;TEXT;Rich;BBEdit (old);Text File/Dup;TXT;Dup;
Super Launch cdev;cdev;RICj; ;Control Panel; ; ;
ShimmerMate;APPL;rick; ;Application; ; ;
Game Stats 1.02;APPL;Rick; ;Application; ; ;
GIFserv.acgi;APPL;RicK; ;Application; ; ;
Happy New Year;APPL;RICK;BBEdit (old);Application/Dup; ;Dup;
Marathon-Phile Juggler;APPL;RICK;  ;Application/Game/Dup; ;Dup;
MEC;APPL;RICK;  ;Application/Game/Dup; ;Dup;
Help File;HELP;RICK;MEC;Help; ; ;
Marathon-Phile Juggler—Icons;ICN2;RICK;Marathon-Phile;; ; ;
Marathon-Phile Juggler—Icons;ICON;RICK;Marathon-Phile;  ; ; ;
Click, There It Is!;INIT;Rick;;INIT/Dup; ;Dup;
Copland PI;INIT;Rick;Game Stats;INIT/Dup; ;Dup;
Marathon-Phile Juggler—Extension;INIT;RICK;;INIT; ; ;
3d-1;MOLE;RICK;Marathon-Phile;  ; ; ;
Talking Clock Sounds;snds;RICK;Marathon-Phile;Sound; ; ;
Marathon-Phile Juggler—????;ZAPC;RICK;Marathon-Phile;  ; ; ;
RandIcon Installer;APPL;Ricn; ;Application; ; ;
MacAttack;APPL;RICO;  ;Application/Game; ; ;
basura;INIT;ricO;;INIT; ; ;
AKA;INIT;rIco;;INIT; ; ;
Menu Dropper;INIT;Rico;;INIT; ; ;
MacAttack—Text File;TEXT;RICO;MacAttack;Text File;TXT; ;
Mac Icom Control;APPL;rigC; ;Application; ; ;
Random Eye Image Grabber;APPL;RiIG;Random Eye Technologies Inc.;Application;; ;
Web Grabber / Retriever;adrp;RIK3;  ;Alias to file; ; ;
Web Grabber / Retriever;APPL;RIK3; ;Application; ; ;
Web Grabber Prefs;pref;RIK3;Web Grabber / Retriever;Pref; ; ;
Hidden Finder Features;cdev;RIK4; ;Control Panel; ; ;
Replica Installer;APPL;RIN!; ;Application; ; ;
Replica Installer;APPL;RINI; ;Application; ; ;
!RManINIT;INIT;RINI;;INIT; ; ;
Replica Installer—PRMan;PXRR;RINI;!RManINIT;  ; ; ;
Ambientlight.slo;RSLO;RINI;!RManINIT;  ; ; ;
NetRMan;RSYS;RINI;!RManINIT;Extension; ; ;
Desert.tx;RTEX;RINI;!RManINIT;  ; ; ;
ACdistantlight.sl;TEXT;RINI;!RManINIT;Text File;TXT; ;
NewBug;APPL;RINO; ;Application; ; ;
iMOnTime Installer;APPL;RIns;Expersys Software;Application;; ;
Ripper;APPL;RIP!; ;Application; ; ;
Ripple1;APPL;RIPL;  ;Application/Game; ; ;
VideoPulitura;APPL;RIPV; ;Application; ; ;
Reference Manager;APPL;RIRA; ;Application; ; ;
Sample™1);RI2D;RIRA;Reference Manager;  ; ; ;
Sample™5);RI2M;RIRA;Reference Manager;  ; ; ;
BACS/MEDLINE;RIRC;RIRA;Reference Manager;  ; ; ;
JFORMAT.DAT;RIRG;RIRA;Reference Manager;  ; ; ;
RM Help;RIRS;RIRA;Reference Manager;  ; ; ;
King Albert II v1.0;APPL;RiRo; ;Application; ; ;
Rise of the Dragon 1.0;APPL;RISE; ;Application; ; ;
Sound.p;TEXT;RISE;Rise of the Dragon;Text File;TXT; ;
Risk 2.40;APPL;RISK;  ;Application/Game; ; ;
Risk.color—Map file;MNAP;RISK;Risk;Game; ; ;
1900- A Mixed-Up World;RDAT;RISK;Risk;  ; ; ;
dlog.dat;RKDT;RISK;Risk;  ; ; ;
Risk.color—Resource File;rsrc;RISK;Risk;Resource; ; ;
a;AIFF;RITA;AIFF Recorder;Sound AIFF;AIF; ;
AIFF Recorder 1.0;APPL;RITA; ;Application; ; ;
Reference Update;APPL;RIUA; ;Application; ; ;
1993-10™Deluxe);RIUD;RIUA;Reference Update;  ; ; ;
ADDRDICT.BYT;RIUG;RIUA;Reference Update;  ; ; ;
Digicom Systems 9624LE+.MODEM;RIUM;RIUA;Reference Update;  ; ; ;
JRNIDM.DAT;RIUS;RIUA;Reference Update;  ; ; ;
HAVOC™ ;APPL;RIVE; ;Application; ; ;
River Raid;APPL;RIVR;;Application/Game; ; ;
©Writer;APPL;RIWI; ;Application; ; ;
Jewelbox 1.0;APPL;Rj01; ;Application; ; ;
Jewelbox—Preferences;PREF;Rj01;Jewelbox;Pref; ; ;
Crossword Pal;APPL;RJAC;  ;Application/Game; ; ;
Crossword Pal—Small Puzzle;PU15;RJAC;Crossword Pal;Game; ; ;
Crossword Pal—Large Puzzle;PU21;RJAC;Crossword Pal;Game; ; ;
Citadel of Dead ;APPL;RJBS;  ;Application/Game; ; ;
Dungeon;RJB1;RJBS;Citadel of Dead ;Game; ; ;
DB Game;RJB2;RJBS;Citadel of Dead ;  ; ; ;
Tablin;APPL;RJBT; ;Application; ; ;
GayBlade;APPL;RJGB; ;Application; ; ;
Dungeon;RJG1;RJGB;Citadel of Dead ;  ; ; ;
GBGame;RJG2;RJGB;Citadel of Dead ;  ; ; ;
Missile Command;APPL;RJUN; ;Application; ; ;
RK05 DECpack disk image;RK8E;RK8E;RK8-E Plugin;Disk Image; ; ;
MacSevens;APPL;RKA1; ;Application; ; ;
Break the Bricks;APPL;rKAL; ;Application; ; ;
QPict—Silicon Graphics Format Graphics File;.SGI;RKL0;QPict;Graphics SGI;SGI; ;
QPict—PhotoShop Format Graphics File;8BPS;RKL0;QPict;Graphics Photoshop;PSD; ;
QPict;APPL;RKL0; ;Application; ; ;
QPict—Windows BitMap Format Graphics File;BMPp;RKL0;QPict;Graphics BMP;BMP; ;
QPict—Dsik File;disk;RKL0;QPict;Disk File;; ;
QPict—EPS Format Graphics File;EPSF;RKL0;QPict;EPS;EPS; ;
QPict—Folder File;fold;RKL0;QPict;Folder File;; ;
QPict—GIF Format Graphics File;GIFf;RKL0;QPict;Graphics GIF;GIF; ;
QPict—JFIF Format Graphics File;JFIF;RKL0;QPict;Graphics JFIF;JPG; ;
QPict—JPEG Format Graphics File;JPEG;RKL0;QPict;Graphics JPEG;JPG; ;
QPict—PICT Format Graphics File;PICT;RKL0;QPict;Graphics PICT;PIC; ;
QPict—PNG Format Graphics File;PNG ;RKL0;QPict;Graphics PNG;PNG; ;
QPict—PNG Format Graphics File;PNGf;RKL0;QPict;Graphics PNG;PNG; ;
QPict—MacPaint Format Graphics File;PNTG;RKL0;QPict;Graphics MacPaint;MPT; ;
QPict—Preferences;pref;RKL0;QPict;Pref;; ;
 Index;QIDX;RKL0;QPict;  ; ; ;
QPict—StartupScreen Format Graphics File;SCRN;RKL0;QPict;Graphics Startup Screen;; ;
QPict—Silicon Graphics Format Graphics File;SGI ;RKL0;QPict;Graphics SGI;SGI; ;
QPict—TIFF Format Graphics File;TIFF;RKL0;QPict;Graphics TIFF;TIF; ;
QPict—TARGA Format Graphics File;TPIC;RKL0;QPict;Graphics TARGA;TGA; ;
SpeakTextFiles 1.0.1;APPL;RKLI; ;Application; ; ;
Magic Square;APPL;RKMN; ;Application; ; ;
Sum•It;APPL;RknA; ;Application; ; ;
loan calculation;RknD;RknA;Sum•It;  ; ; ;
